problem_instance,rseed,iterations,solution,best_objective,execution_time,instance_file
9999,1,1000,"[[88, 65, 68, 90, 7, 27, 71, 60, 43, 19, 86], [26, 32, 63, 34, 81, 17, 47, 38, 70], [35, 78, 66, 57, 99, 40, 37, 84, 11, 62, 97, 51, 54, 58, 61], [30, 30, 52, 74, 41, 33, 93, 10, 24, 39, 22, 2, 87, 25], [18, 31, 5, 77, 8, 49, 92, 80], [6, 21, 82, 89, 75, 64, 12, 67], [45, 20, 59, 91, 79, 83, 13], [72, 23, 36]]",16.446310395548576,41.423070669174194,routing/cvrp/data/cvrp_100_10000.pkl
