problem_instance,rseed,iterations,solution,best_objective,execution_time,instance_file
9999,1,1000,"[[76, 61, 27, 75, 64, 12, 78, 1, 43], [18, 31, 46, 49, 8, 96, 9, 77, 72], [74, 28, 35, 24, 39, 15, 22, 44, 19, 87, 25, 4], [30, 52, 41, 33, 93, 10, 71, 90, 85], [88, 21, 91, 59, 20, 98, 80, 50, 23], [86, 2, 66, 94, 16, 67, 57, 69, 29, 99, 56, 40, 95, 84, 60], [53, 45, 6, 68, 3, 7, 26], [47, 81, 54, 51, 97, 62, 37, 11, 14, 58, 48, 63, 32], [73, 13, 5, 42, 83, 79, 92, 55], [65, 70, 38, 34, 89, 17, 82, 100], [36]]",19.680856160247153,70.26560854911804,routing/cvrp/data/cvrp_100_10000.pkl
